source_split,source_id,text,emoji_type,emotion_group
train,5319,cái này giả thui nhé . 1 tài liệu mật của nasa mà cái kênh cùi này có được à 😂,unicode,positive
train,6104,nhắn mà ấm lòng nhờ :))) ra gặp anh shipper đẹp trai nữa thì chủ thớt rụng hết buồng trứng :))),emoticon,positive
train,tik016190,"Người đrpj làm gì cũng đẹp , người xấu làm gì cũng xấu😇",unicode,positive
train,14122,M áu me mà không dùng kỷ xảo thì cần phải cân nhắc khi xem. Tránh ngủ mơ...😁,unicode,positive
train,6868,"cải tạo được , có tái tạo được 100 % nguyên trạng rồi sao ? giá trị lịch sử văn hoá gần nghìn năm đã mất đi rồi :((",emoticon,sadness
train,552,dume xem đi xem lại vẫn đéo thể nhịn được cười :v,emoticon,positive
train,30738,"a di đà phật 🙏🙏🙏 
cầu chúc bé sớm bình phục",unicode,positive
train,19297,Nguyễn Tiên sao m còn sống :)))),emoticon,positive
train,tik011615,đã lm thì ko bao giờ hối hận 😌,unicode,positive
train,5602,oai đéo gì cái trêu gái :),emoticon,anger
train,5746,"ai cho mình xin tên phim với , mình không xem được 😢",unicode,sadness
train,5972,per kết truyện chất ghê :)))))),emoticon,positive
train,tik014528,Đẹp nên dễ bị hại👍🏻,unicode,positive
train,4302,họ vui là được rồi :))),emoticon,positive
train,6690,a đến sớm hơn nhé 😆,unicode,positive
train,30233,Mua nho về trồng thôi ạ 🍇🍇🍇,unicode,positive
train,214,bán hàng onl riết bán luôn não rồi 😂😂,unicode,anger
train,32939,Liên Hoa Bố làm quá to! Boss Thế Giới 😆,unicode,positive
train,15561,Tụi bây cáu thằng Jesse à? Hay tụi bây ghét Jane? Có bằng con mụ vợ không? Huhu ức chế kinh khủng 😞,unicode,anger
train,you000964,"Không phải may mắn đâu a, kênh này là kết quả của sự nổ lực của a. Lần đầu bk tới kênh, Video a thực sự rất hay. Chúc a qua giai đoạn mới thành công hơn👍👍👍",unicode,positive
train,tik016894,ngoại hình nhan sắc dù tui ko đẹp nhưng đc cái hát hay đỡ tự ti mn cố tìm điểm nổi bật của mình nha😋,unicode,positive
train,725,"hồi học lớp 5 bảo bố đi mua sgk cho , xong bố đi mua nguyên bộ lớp 4 đầy đủ từ sgk đến vở bài tập 😂",unicode,sadness
train,27232,Linh Linh nghe bạn kể mà t lạnh toát sống lưng này 🥶 tại sợ mấy con đấy vãi linh hồn…,unicode,anger
train,2922,thu nhập bình quân chứ không phải thu nhập của nhân viên nào cũng thế 😏,unicode,anger
train,1081,bị rồi nè :))) mua 6 ly rớt hết 4 ly,emoticon,anger
train,16287,Trời ơi 😞,unicode,sadness
train,tik023436,mãi yêu ViệT NaM... 🇻🇳🇻🇳 i with love,unicode,positive
train,1769,chính xác ! nơi làm việc anh em mà đoàn kết với nhau cỡ nào cũng thấy mau hết giờ làm . 😊😊😊,unicode,positive
train,you005083,Lời và nhạc phối hay quá❤❤,unicode,positive
train,12086,😢😔😫 của còn icon nào tệ hơn nữa ko?,unicode,sadness
train,you000248,Quê tôi ở nghệ An😊😊😊😊😊,unicode,positive
train,tik009767,Nội em mất 5 năm rồi không còn ai chiều chuộng em vô điều kiện 😔,unicode,sadness
train,tik017803,"lùn, béo 😞🙏",unicode,sadness
train,4576,giun xào đĩa luộc là ngon ngay 😂😂😂,unicode,positive
train,20877,"Dung Nguyễn có dấu hiệu làm màu, đi làm nhiệm vụ mà alone vậy bị chăn dắt nó lụi cho vài mũi dao thì về gặp ông bà ngay. Nếu đã muốn làm thì đã làm rồi :)))))",emoticon,anger
train,1496,"con yêu nghiệt , tỏ cái vẻ đáng thương còn ăn vạ =)))",emoticon,anger
train,6686,sao tao lại cười khi mà mẹ thằng này sắp nát mông đến nơi nhỉ 🙂,unicode,positive
train,3903,anh thích em rồi đấy 😂,unicode,positive
train,17266,"Thật sự quá nể sức học của các bạn, tui học tới 9h là quá lắm rồi đó☺️",unicode,positive
train,6274,anh đã mơ về một ngôi nhà và những đứa trẻ 🤦🏻‍♂️,unicode,sadness
train,tik000010,"Vẫn nhớ về tuổi thơ,hồi hè tụ tập đá bóng thả diều chơi,kh cần điện thoại đi phá xóm 😢",unicode,sadness
train,31733,Nguyễn Đức Cường cũng là goat nma là phó goat 😋😋,unicode,positive
train,tik023139,Thật may mắn khi được sinh ra ở Việt Nam 🇻🇳,unicode,positive
train,tik011137,nhìn mà chạnh lòng nhớ bà ngoại qua ngoại bỏ con 70 ngày rồi 😔 đó h chx bao h xa ngoại đến vậy,unicode,sadness
train,25689,"Thuỳ Dung ùa, tính nói mà thấy nhiều người bênh quá nên thôi :))",emoticon,anger
train,6649,per ơ tao còn chưa kịp đến bắt tay mà :((,emoticon,sadness
train,you000251,vãi cả nồi xâm lược 5 lần ko đc gửi thư kêu Đại Việt thuần phục mình =))) đánh giá cao tư duy của vua cam lúc đó,emoticon,anger
train,red000328,"Không tỏ tình với crush cấp 3 sớm. Lúc biết nó có bồ y như rằng hồn một nơi phách một ngả. Luỵ đến năm 2 rồi thôi nhưng mà thỉnh thoảng nghĩ lại vẫn buồn man mác.

Dẫu biết bạn không bê đê tình mình không bao giờ thành nhưng mà chỉ mong bạn nghe thấy tâm tư của tôi một lần thôi để tôi khóc rồi lại cười và chạy đi không bao giờ nhìn lại.

Các em còn đang học cấp 3 thích ai nhắm tỏ tình đi nhé. Tôi có thằng bạn tỏ tình xong bị reject nhưng lên đại học có mấy đời người yêu rồi :)))",emoticon,sadness
train,you000261,Hài hước và ngu từ thời đó à cam 😂,unicode,positive
train,13135,Tệ thật! Nhưng phải cố thôi 🥺,unicode,sadness
train,you005711,Đánh thắng kẻ thù và đánh bại kẻ thù 🤔🤔🤔,unicode,interest
train,640,"công ty nào nhận bạn không quan trọng , quan trọng là ai giới thiệu bạn vào công ty 🤣🤣🤣🤣",unicode,positive
train,4455,ông bà xinh quá 🧐🧐,unicode,positive
train,tik005538,C Minhf mãi đỉnh 🌟,unicode,positive
train,tik016338,mik đã từng muốn xấu •-• 😳,unicode,sadness
train,701,"ko phải con mình , mà xem còn thấy đau như vậy huống gì người trong cuộc . thật là phẫn nộ mà . cơ quan chức năng làm việc quá chậm trễ , đến giờ mà vẫn chưa tìm ra người chịu trách nhiệm . 😠😠😠😠😠😠",unicode,anger
train,6844,t không phàn nàn . t sẽ cố gắng giúp bố mẹ có được nhiều hơn 💪💪💪,unicode,positive
train,29340,Chưa rõ đúng sai…. Nhưng có chút vitamin Gái vào anh em mạnh động quá🥶,unicode,fear
train,tik015467,"mập
mặt tròn
má bánh bao
xấu
răng thỏ
tự ti tht😢",unicode,sadness
train,you002813,đang thi cử bài vở chất ngất xem cái vid của chị Giang xong như gặp được vị cứu tinh =)) Giangoi is the best,emoticon,positive
train,2552,"dm gì cũng bắt phải làm , phí thu vãi thì chả top1 :))) nhân với chả viên",emoticon,anger
train,3215,mấy thằng súc vật 😡,unicode,anger
train,18231,Cháu của m ah P ơi 😔😔,unicode,sadness
train,tik005485,T lại bị bắn ra luôn 😳😳😳,unicode,sadness
train,501,cái ảnh giống hệt mình :)),emoticon,positive
train,1950,per nhớ ghê á nha 😂,unicode,positive
train,813,per =)))))) hít đi cho no chứ mắc công lại chửi tao không biết điều giở trò trước mặt cẩu fa như mày :),emoticon,anger
train,21519,Nhà còn 1c mới mua chưa kịp ăn nữa 😡,unicode,sadness
train,21524,Vy Lương  ui trời =)),emoticon,positive
train,tik016972,"sụp một bên mí mắt,thật sự là bị ngkhac nhìn tự ti cực kì😭",unicode,sadness
train,12045,😂🥲🙃 nụ cười dần tắt,unicode,sadness
train,684,chúng mày cứ cười . dm mai gần đấy có biến lại thấy anh ấy trong bộ cảnh phục thì lại tung hô quả nằm vùng quá đẳng cấp 😂😂😂,unicode,anger
train,you003777,"Thật ra b Nam khóc vì quá zui mừng ấy chứ. B nghĩ: &quot;Mừng quá, đc xài vk thằng khác trc&quot; (Thuyết âm mưu, hehehe 😂😂😂)",unicode,positive
train,27645,"Hà Quốc Dũng đ biết thì tiếp cmm thu dần đi thằng ngoo 😁 thông tin phải nhiều chiều vào . Cái loại đ tìm hiểu cc gì ngồi phán hơn thánh =))) loại ba.i n~ như m cũng hợp với mấy con này lắm =))) 
À mà khoan , có khi loại bại n~ như m dễ ăn án khi đụng phải những con ntn đấy =))) ngoo lắm con ạ",unicode+emoticon,anger
train,you002156,"ựa... Trúng tim đen của em rồi, chị Giang ^^",emoticon,positive
train,tik016180,mặc kệ ngta tôi tự tin vào bản thân và chăm sóc bản thân tốt hơn🫠,unicode,positive
train,thr000011,tự cảm thấy vô dụng🥲,unicode,sadness
train,you001179,"Đc chết liền anh ạ, giờ em mới hiểu vì sao có những bạn tự tử vì xin chuyển lớp k đc rồi anh ạ 😃😃😃",unicode,interest
train,tik014316,Gặp ai cx ngại 😔,unicode,sadness
train,tik015709,Tự tin vào chính bản thân mik nhé🥰,unicode,positive
train,tik015912,"thân hình xấu,mặt cũng xấu lên ko bao giờ ra đường với bắt truyện với ai 😩",unicode,sadness
train,tik013160,"Lần này rẽ có sai, lần tiếp mình làm lại. Miễn còn mạng sống thì rồi cũng sẽ đúng đường mà thôi 🥰",unicode,positive
train,tik012369,ước j thời gian quay trở lại 😔😔😔,unicode,sadness
train,25700,Tử Hà Tiên Tử t biết cách đây cả chục năm :)))),emoticon,positive
train,3841,xem mà rơi nói chuyện mắt khi ăn luôn 😭😭😢,unicode,anger
train,18974,"Coi review bài thơ, xong cười bò.
Chịu. 😝😝😝",unicode,positive
train,tik011784,Giá như cố gắng thêm thì bme cũng đã ko phải khổ như bây giờ 🥺🥺🥺,unicode,sadness
train,5199,thú vui đặc biệt vãi :v .,emoticon,positive
train,14675,quá chuẩn👌👌,unicode,positive
train,6098,còn tao là thoát khỏi 3 năm nói riền và 12 năm nói chung thảm họa của cđ hahaha 😆😆😆😆,unicode,positive
train,23101,Ai Em thế mk lại đẻ cho thg ck 1đứa con thg khác nx cho huề c nhỉ🤣,unicode,positive
train,3108,khá trẩu =))),emoticon,positive
train,you004843,Đúng ✅,unicode,positive
train,3887,vl :)) còn đút tay túi áo ??,emoticon,interest
train,3799,cả tết được có 400k :(,emoticon,sadness
train,tik012415,"Cuối năm rồi mà vẫn thất nghiệp, k biết bao giờ mới ổn định, stress quá giờ còn 39kg, ngày nào cũng nghĩ ngợi nhiều, làm người lớn khổ quá😭😭😭",unicode,sadness
train,17136,cố gắng lên con xung quanh ta nhiều người tốt nha con😘😘😘😘,unicode,positive
train,28875,lúc đó sao hổ báo cáo chồn lắm mà . giờ trốn chui trốn nhủi 😃 :D,unicode+emoticon,positive
train,2526,azz :3 mặt cưng xĩu,emoticon,positive
train,tik019340,@BR_이상혁 đúng thật😁,unicode,positive
train,tik014410,tự tin lên tôi cũng đâu có nhan sắc mà vì tự tin nên dc rất nhiều người chơi với t và có ny 👍👍👍👍👍👌,unicode,positive
train,tik011819,hối hận nhiều thứ 😔 .,unicode,sadness
train,tik017066,làm sao để biết mình xấu hay đẹp🤔,unicode,interest
train,tik023890,"tôi tự hào là người Việt Nam, tôi yêu Việt Nam 🇻🇳🇻🇳🇻🇳",unicode,positive
train,2306,cầu mong chú có cuộc sống tốt hơn ❤,unicode,positive
train,31812,Lễ Trần ricon cay😂😂😂,unicode,positive
train,you001249,Chào😭😭,unicode,sadness
train,tik023423,tôi thật may mắn khi ở VN😌,unicode,positive
train,red000215,Đồng ý lời tỏ tình của crush =)),emoticon,positive
train,you001218,Hay quá ạ ❤,unicode,positive
train,tik015827,răng tui hơi hô 😥,unicode,sadness
train,19756,Chay âu cho thoát 🙄,unicode,positive
train,2421,khác đéo gì . về thái độ lồi lõm nhìn muốn sút cho phát 🤬🤬,unicode,anger
train,5176,sao nó tìm được nhỉ 🤔,unicode,interest
train,tik023284,TỰ HÀO VÌ TÔI LÀ NGƯỜI VIỆT NAM 🇻🇳,unicode,positive
train,2016,móe mình chưa gặp cảnh này chỉ có dọn bánh kem bọn ném nhau dính lên mọi thứ hòa với bãi nôn thôi 😱😱😱,unicode,anger
train,526,những video như này chỉ khiến cho các cô gái càng thêm ảo tưởng về tình yêu thôi =))) # ngưngảotưởng,emoticon,anger
train,991,"đây là tao khi bảo "" tao biết đường mà , tin tao ."" 🙂",unicode,positive
train,3049,ăn vào lại thức dậy ở một nơi xa thì bỏ mẹ :)),emoticon,fear
train,32517,Vừa định nói ông ny làm cái lễ cầu hôn mà như thế này thì thôi khỏi cầu khấn gì nữa hết 😥😥,unicode,sadness
train,tik022261,k phải ngại mà là k bt nói j 🗿,unicode,interest
train,tik019242,Kp chung hệ điều hành sao chạy dk 🤔🤣,unicode,positive
train,2453,đó là dấu hiện của sự trưởng thành =))))))))),emoticon,positive
train,16751,Glen chết xong hết muốn xem phim 🥲,unicode,sadness
train,1846,tự nhiên nhớ cái cảnh 2 con bánh bèo bị ngỗng dí quá 😅😅 per,unicode,positive
train,3027,muốn nhanh thì phải từ từ =))))),emoticon,positive
train,tik023393,Việt Nam là một quốc gia hạnh phúc 😎❤🇻🇳,unicode,positive
train,you003244,cảm ơn anh 💗,unicode,positive
train,28385,Tôi là người Sài Gòn chị quản lí này chất á chắc là nghiệp vụ chị đỉnh nóc kịch trần luôn 😎,unicode,positive
train,6251,t cười ỉa ...🤣🤣,unicode,positive
train,1532,chưa bao giờ được nge câu này 😞,unicode,sadness
train,6088,tỏ tình đại ai dè dính lun :))),emoticon,positive
train,tik023151,"Tự hào vì mik là người VIỆT Nam🥰🥰🥰
🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",unicode,positive
train,28545,ổng đúng hay cười luôn lúc nào cũng cười lun í 😭 tr ơi moonbin của tôiiiiiii,unicode,positive
train,5833,công nhận nó phê như vậy thật 😂,unicode,positive
train,4575,cười thấy đáng yêu ^^,emoticon,positive
train,you002354,Chị ơi e thích chị lăm luôn. C.ơn chị. C.ơn những chia sẻ có ích của chị😘😘,unicode,positive
train,thr000252,"Mình học với cô [@jenny_nguyen.111](/@jenny_nguyen.111) nhé! Cô dạy rất có tâm, tập trung vào giao tiếp thực tế nên học vào nhanh lắm. Bạn thử tham khảo xem, biết đâu lại mở ra cơ hội mới nè! 🚀",unicode,positive
train,you001672,Em đã từng quá nhiều cảm giác này và em đã vào bếp và định kết liễu đời mình luôn.Nhưng khi em xem clip chị thì em mới đỡ dc🥺🥺🥺,unicode,positive
train,tik012954,"Đã chọn con đường của mình dù thất bại hay thành công điều phải vui vẻ lạc quan đừng để tình thần suy sụp theo nhé. Nếu tin thần suy sụp theo thì thật sự,đã thất bại! ❤️",unicode,positive
train,tik023563,Tự hào tôi là người Việt Nam🥰🥰🥰,unicode,positive
train,5639,lại tạo điều kiện cho mấy chị fa vào thả thính . :)),emoticon,positive
train,tik011766,Phải chi ngày đấy ko yếu lòng cảm xúc hôm nay là sự lựa chọn sai của ngày trước😊,unicode,sadness
train,tik022118,k phải ngại mà là nhiều chuyện quá k bt bắt đầu ao😥,unicode,fear
train,1145,"mày vã quá rồi đấy , sang lên chứ 🙄",unicode,anger
train,5062,từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi,unicode,anger
train,16008,Rớt nước mắt. Thương chú quá😭😭,unicode,sadness
train,161,chạy ios cho máu 😂,unicode,positive
train,4619,hi vọng câu chuyện admin vừa bịa ra giúp các bạn có thêm niềm tin trong cuộc sống 😂.,unicode,positive
train,284,cái toilet hay nhỉ vào đấy được thoải mái nhìn nhau mà trò chuyện trong lúc ị ... :),emoticon,positive
train,22687,Đang hóng ngày đền tội của tụi m.quá ác độc 😡,unicode,anger
train,17458,Đã ngoại tình dù vì bất kỳ lý do gì cũng chỉ là: khốn nạn! Nên thoát được khỏi đứa khốn nạn thì phải cảm ơn :)),emoticon,anger
train,11557,Vĩ Hoàng anh đấm đau thế Á :) :),emoticon,positive
train,14713,đôi khi mìh thất thế người coi thường mình nhất lại là họ😜😜,unicode,sadness
train,tik012583,Đúng vậy 🥺,unicode,sadness
train,2403,đi xem 1 mình có sợ ma không 🤔,unicode,fear
train,you005407,"Chúc mừng wanh đã vượt qua bài test nhân cách của công ty<br>Tháng sau anh vẫn làm việc bình thường và nhận lương đầy đủ,sẵn tiện thông báo là sắp tới cháu tôi sẽ được đảm nhiệm chức quản lý  chi nhánh này 🙃👍",unicode,positive
train,tik023413,an toàn nhất thì không hẳn😅,unicode,positive
train,tik013370,94. chả có gì trong tay 🥺,unicode,sadness
train,1766,"cả thế giới biết toau crush mày , còn mày thì íu nhận ra 😐",unicode,sadness
train,5280,"ko ngon thế đâu , không khéo nó lại ỉa cứt toe toét vào mặt í :)))",emoticon,anger
train,you002659,"Em cảm ơn chị vì video này. Em vừa thi hai môn cũng kha khá quan trọng trong học kì.Em cảm thấy hôm nay em thi tệ. Nhờ chị mà em đã khá hơn nhiều rồi, giống như em đã được an ủi. 😊😊😊😊",unicode,positive
train,20434,Tuấn Anh k đc cho con uống trà trân châu nữa bố ạ 😟,unicode,sadness
train,tik012117,hối hận đã quá muộn 😭,unicode,sadness
train,tik011591,"Sai lầm một thoáng, hối hận đến hết quãng đời còn lại.🤍",unicode,sadness
train,13362,Hồng Phạm kiểu này thì đc vài hôm thì bị trĩ 🤣,unicode,positive
train,3288,không biết mấy ba mấy mẹ chơi bửa đó có xem được bài viết này không 😂😂😂... có ai lên incon phẫn nộ thì hiểu rồi ha,unicode,positive
train,5140,cảm ơn mày đã khai phá cho tao thêm một nét văn hoá đẹp :)),emoticon,positive
train,you001707,Đg có ý định t.ự t.ử 😊,unicode,sadness
train,you005452,tâm phục 😃👍,unicode,positive
train,tik021131,Hiếm có ng như tôi 😔,unicode,sadness
train,tik017924,Nhìn gương thì thấy mặt mình khá đẹp nhưng lại sợ ngta ko nhìn mình đẹp như v 😔,unicode,fear
train,1318,tuổi thơ của tôi cũng từng có 1 người c . trai bỏ mặc tất cả để bảo vệ tôi 😘😘😘😘,unicode,positive
train,tik023173,Tôi thấy tự hào😁,unicode,positive
train,tik023613,Tôi Yêu Việt Nam nơi tôi được sinh ra và lớn lên🇻🇳🇻🇳🥰,unicode,positive
train,tik000977,@ᥡᥒі       🥀 kéo cái áo hú hồn🥰,unicode,interest
train,2879,"gặp tao , tao ré cái hoảng mất :(( đáng sợ qué",emoticon,fear
train,tik012418,Sợ lắm khi mỗi ngày điều phải chạy theo 4 chữ cơm áo gạo tiền 🥺,unicode,sadness
train,5630,số tao không được ăn uống mà :((,emoticon,sadness
train,4999,đứa lồn nào vẽ cái ổ điện thế 😂,unicode,anger
train,1324,nhằm ngày sinh nhật luôn trời ..😂,unicode,positive
train,3186,để được maiz ngắm nhìn nụ cười đó nên quyết định chỉ crush mà thôi :3,emoticon,positive
train,5650,khóc hết nước mắt 😞😞,unicode,sadness
train,30372,Hải Lan thế à?  😊,unicode,interest
train,245,:v crush có người yêu rồi,emoticon,sadness
train,you000260,Thời 1975 đến 1990 thằng nào nghe thấy bố việt nam vác xe tăng đi dạo thằng đấy chả vaicutvaidai :)))<br>Điển hình thằng cháu thái lan hay tổ chức đông nam á asean là ví dụ điển hình :)))),emoticon,positive
train,6269,mẹ đi ngầu chết mẹ đi được chứ kì quặc gì =)))),emoticon,positive
train,4452,"kể mà mình cũng được tỏ tình lãng mạn kiểu này . ôi , ngủ thôi . muộn rồi :3",emoticon,positive
train,319,chắc anh phải đáng yêu lắm luôn ý nhể 🤗🤗,unicode,positive
train,30200,"Vũ Tuấn Anh Dko Chuẩn mẹ nó r, cũng phải ăn ở thế nào hàng xóm nó ghét, chứ hàng xóm mà tình thương mến thương thì đéo ai người ta làm thế 😁",unicode,anger
train,tik014503,😌😌chính xác,unicode,positive
train,tik015720,"t ko thấy tự ti lắm á mặc dù t mũi tẹt, môi mỏng, mặt cx ko xinh lắm, t tự tin lém t cx hay bị mng trêu là con mũi tẹt nhưng t tự nhủ có tiền rồi mình đi nâng 😊",unicode,sadness
train,3280,bố mày đã sợ nhện rồi xem cái video này ... vãi đái :(((,emoticon,anger
train,you000786,Hi... Anh<br>A còn làm postcards trên Spotify ko 😅😅,unicode,interest
train,tik011456,"sai 1 khoảng thời gian đó
giờ chỉ còn 2 từ giá như năm đó ...😥😥",unicode,sadness
train,28516,Shock lun á tr 🤧,unicode,sadness
train,1479,per nuôi đi anh còn kịp chả già mất 😂,unicode,positive
train,26296,Giờ còn hối gì nữa😞,unicode,sadness
train,tik005421,giấc mơ duy nhất trên đời thành hiện thực 🤣,unicode,positive
train,23924,Nguyễn Minh Kiên  thôi thôi bạn :)))),emoticon,anger
train,tik016252,ko có ai sinh ra là đã hoàn hảo cả cậu ko phải tự ti về bản thân đâu ☺️,unicode,positive
train,5468,cái ngành tài chính của mình có chỗ dụng võ tốt rồi đây :)))),emoticon,positive
train,tik018225,tự ti :(((,emoticon,sadness
train,26592,Hả dạ 🫣,unicode,sadness
train,2819,tuổi gì so với anh ! :) haha,emoticon,positive
train,tik014426,Đi ngủ cũng ngại á😳,unicode,sadness
train,x000065,"@nangoc84 hay quá anh ơi, vào tường anh toàn bài viết chất lượng không à :)",emoticon,positive
train,tik023209,"Top 1"" nước có đàn ông đẹp trai thứ 2 TG😂😂""",unicode,positive
train,tik021995,dù bị tụi nó đập mik vẫn cười :),emoticon,positive
train,you004277,Vái 😅😂🐶🐕😳😳😮😮😰😨,unicode,positive
train,4054,"các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ , ghét nhau lắm có yêu thương gì đâu 😆😁😁😁",unicode,positive
train,tik017144,tránh những ánh mắt trực tiếp 😌,unicode,positive
train,244,đào đúng chó cậy chủ =))),emoticon,anger
train,3235,cũng sợ mấy con ngoe nguẩy như giòi 😰,unicode,fear
train,4516,lấy vợ xong béo quá rồi . hình như ai cũng v à 🙃,unicode,sadness
train,tik016718,Ngại vì nhan sắc bản thân😐,unicode,sadness
train,4089,dễ thở hơn so với đề văn sáng nay 😂😂😂,unicode,positive
train,tik017599,Thật íi! Kể cả với gđ tớ cũng ngại về mọi thứ ! T có rất nhiều khuyết điểm😕,unicode,sadness
train,12484,Nguyễn Tiến Đại khổ cả người giúp việc luôn 🤣🤣,unicode,positive
train,20430,"Thảo Chi
Làm ngụm trà nhài sữa trân châu trắng cho bớt sợ :)))",emoticon,positive
train,2994,ông lại tự phức tạp hóa vấn đề lên thôi :v,emoticon,anger
train,tik015984,Có tất cả về khuôn mặt nhưng chiều cao khiêm tốn😌.ko cho ai tất cả,unicode,sadness
train,tik023224,Việt Nam tao luôn là nhất 😳,unicode,positive
train,you001494,Cảm ơn a :)),emoticon,positive
train,2482,gì mà ghê vậy 😑 sởn gai ốc,unicode,anger
train,4250,nó ăn cà rốt chứ nó ăn cái gì mà liếc quễ mều mặp 😡😡😡,unicode,anger
train,2686,rồi nhận ra chỉ mình là cảm thấy như thế thôi hả :(,emoticon,sadness
train,2696,thế mới bảo . chủ động riết rồi nó xem thường :)),emoticon,anger
train,2786,"đúng vại , với ai nó cũng tỏ ra như thế . hihi 😂",unicode,positive
train,4417,:v trời giờ mới biết thế giới có dạng hợp thể vầy đấy :v,emoticon,positive
train,tik023482,TÔI LÀ NGƯỜI VIỆT NAM 🇻🇳🇻🇳🇻🇳🇻🇳🥰🥰❤️❤️❤️,unicode,positive
train,x000119,@simondalat Hẹn gặp Thầy live tối nay ạ 🌹,unicode,positive
train,3944,ô ông này vẫn còn làm video à :v,emoticon,interest
train,4367,"thường thì người thuận tay trái sẽ bị bệnh này :v , riêng tao thuận vả 2 tay nên chả sao",emoticon,neutral
train,17270,Quynh Annh áp lực quá thì chạy về vs a🥲,unicode,positive
train,tik023548,🇻🇳🇻🇳Tôi yêu Việt Nam,unicode,positive
train,3783,có những ngày làm tới đâu là sai tới đó :)) muốn tát vào mặt hết sức,emoticon,anger
train,23061,Hưng Táo sợ quá nhể 🤣,unicode,fear
train,6245,đọc bình luận của thằng đó không thiếu chữ nào 😂😂,unicode,positive
train,27615,Bắc Bún xin vd ik.a😂,unicode,positive
train,128,đm ngồi chờ đã rồi các tổng đài viên đều bận 😭😭😭,unicode,anger
train,you002559,"Hôm trươc em cũng rất buồn và em uống rất nhiều nước và em cảm thấy bản thân mình đỡ buồn hơn chút nào,cứ như uống nước vào nó trôi đi muộn phiền trong lòng ấy,những ngày bth em kbh uống nhiều như vậy,hôm đó em uống gần hết bình nước.Rồi e xoá cả mạng xã hội đi,lần đó em có chia sẻ với đứa bạn thân em,nó k an ủi e đc mà em còn thấy buồn hơn khi tâm sự với nó,em cũng bt là kphai ai cũng làm vừa ý mình đc nên e còn block nó một ngày luôn :)) rồi hôm sau lại nói chuyện bth hehe",emoticon,sadness
train,tik017775,xin vd ạ👍,unicode,interest
train,tik023920,🥰❤️tự hào Việt Nam!,unicode,positive
train,tik010244,"nhìn nội của anh, tnhien nhớ cóc e quá hồi xưa e cx lm rớt xong cx xin giống như v😞",unicode,sadness
train,tik020957,"vừa ngại lại còn k bt ns gì , nm quen r như bị rồ 🤡",unicode,sadness
train,tik013679,k dám để nói nên nổi lòng 😌,unicode,sadness
train,2349,đúng là tấm gương xáng để con cháu noi theo =)))))),emoticon,positive
train,6148,cháu tao thì có vẻ như có phần chững chạc hơn =))),emoticon,positive
train,tik011626,"Nhiều người nhắc tôi đi làm đừng có hiền, hèn nhát như vậy, để đến cuối cùng bị chèn ép đến nghỉ việc, nhưng tôi biết làm sao? Tôi k nói được, chỉ nghĩ im lặng r nó sẽ qua, chỉ nghĩ gia đình kì vọng mình chứ ngta k kì vọng mình, nói chung là sau tất cả, nhịn đôi lúc không phải là tốt👍🥰",unicode,sadness
train,912,ông thần nhây vãi đái 😂😂,unicode,positive
train,red000184,"Tôi nghĩ thế có khi mới là may mắn. Mấy tỉ không phải do mình kiếm ra ấy, nó khiến mình cảm thấy mình chưa đủ năng lực để giữ nó. Mà được thì vẫn lấy, mình chưa dùng đc thì để ng nhà mình dùng :))",emoticon,positive
train,934,"kiến phải loại kiến lửa , kiến vàng , còn loại kiến lấy cứt trâu làm tổ này thì đốt gì hả ông zời :))",emoticon,anger
train,13120,ngã vào giấc ngủ thôi 😴😴,unicode,neutral
train,23768,Phim ý nghĩa ❤️,unicode,positive
train,32109,Tìm cái bàn thủng ngồi còn đặt quyển sách bên trong mà quay bài :D,emoticon,positive
train,16802,Kẻ từ đấy tôi không xem WD nữa :(,emoticon,sadness
train,tik023170,tự hào là người Việt Nam🥰,unicode,positive
train,6751,nó bất ổn của đủ hay sao mà nhập thêm lũ chống đối vào nữa :3,emoticon,anger
train,16684,thương🥺,unicode,sadness
train,5546,thân là người yêu mình mong cậu có thể giống được như đôi mặc áo nâu ❤️,unicode,positive
train,311,tao chỉ lên ngắm cảnh tí xíu mà mày cũng dìm tao :)))),emoticon,sadness
train,tik018342,"Mũi củ tỏi, mặt đầy mụn, vòng 1 mini size, chân vòng kiếm, da ngăm, có mụn lưng… tất cả đặc điểm xấu tớ có đủ hết 😔",unicode,sadness
train,5332,ngộ không phiên bản lỗi 😆😆,unicode,positive
train,tik012136,Một sai lầm cả đời không bao giờ tha thứ cho bản thân 😌,unicode,sadness
train,1982,ai mua thì bán không mua thì thâu 😂,unicode,positive
train,tik018621,ngại giọng nói😭,unicode,sadness
train,6078,chúng ta nói với nhau nhiều quá nên bao giờ không còn gì để nói với nhau 🙂,unicode,sadness
train,31408,"Cố lênnn, chúc may mắn tại Cktg 🫰🫰🫰🫰🫰",unicode,positive
train,1523,"vậy thì tao sẽ ước mơ là các nhà thơ đừng bao giờ xài ẩn dụ , chơi chữ :) đã ngu văn còn bắt phân tích thấy mẹ luôn",emoticon,anger
train,12739,"Tàn nhẫn quá,xem mà thương các con 😭😭😭",unicode,anger
train,302,vô học !😡😡😡. tý tuổi tưởng vậy là hay !,unicode,anger
